initial_state_id,path
531,d0.-f0.d1.r2.f2.d1.-r2.d1.-f1.f0.d1.f0.-r1.f0.r0.d1.-f0.-f0.d1.-r2.d2.-f1.d2
532,-d1.r2.f2.-r2.f0.r2.d1.-d0.f2.r2.-d2.-d1.f0.d1.-r1.d2.-r2.-r2.-d2.-r2.-f1.-f2.f0.r2
533,r1.d0.-d2.-r1.r0.-f2.-r0.f0.d0.-d1.f2.-d0.-f0.r2.-d0.r0.r0.-d0.r1.d0.-r0
534,-f1.d2.r0.f0.-d2.f0.-r1.f2.-r0.f1.d0.d0.r2.-f0.-f2.-d0.-r2.d0.-r0.-d2.-r0.-r1
535,-d1.-r2.d2.r2.-d0.-d0.-r2.f1.d0.-f2.d2.f0.-r2.d1.f0.r1.d1.-r2.-r2.-d0.-f0.d2.f1
536,f2.-f0.r2.-f1.r1.f2.-d2.f2.f1.r0.-r1.-d1.f1.-r2.d0.f2.d1.-r0.-d0.d1.-r1.f2
537,d1.-r0.-d1.f0.-f1.r2.-d2.f2.r0.d0.f2.r2.-f0.-r0.-f1.d0.d2.r2.-f2.d0.f1
538,d2.d2.-r1.-f2.d0.-f1.f0.-r0.-d2.-r0.-d2.f0.-d2.f0.f0.r2.d1.-r1.-d1.-f0.d1.-r1
539,r0.-d2.-r0.-f2.r1.-f1.-r1.-d1.-f2.-r1.d2.f0.-d2.f2.-r0.d0.-f2.-d0.-r1.r2.f2.d2.f2
540,f2.d2.-r0.f2.r2.f0.r1.-r0.f2.r1.-f0.-r2.d2.r0.r0.d0.-r0.d1.f1.r0.-d0.r2
541,f1.-r1.d2.f1.r0.f2.d0.f2.-d0.r0.-f1.-d1.f0.-f1.d1.-r2.f1.f0.-r0.-d0.r0.r2.f2
542,d0.f2.-r2.-r0.-f0.-r0.-d1.-r0.-d2.-r1.f2.-r1.d0.f0.-d1.-r0.-d0.-d0.d1.-r2.d2.f2
543,-f1.-r0.f2.d0.-d2.f0.-f2.d1.-r2.d1.-r1.f1.r0.d2.r1.d1.d0.-f2.f1.d0.f2.-d0.-r0
544,d1.f0.-f2.-r0.r2.-f2.d1.-r2.r0.d0.f0.r2.f0.-d0.-f1.d0.-d1.r0.f0.-r1.-f0.-r2
545,-f0.d0.-r2.-r2.-f1.-r0.-f2.d1.f1.-d2.r1.f2.-d2.-f2.r0.d2.-f0.d0.-r1.r2.-r0.-f2.f0
546,-r0.d0.-r2.r1.f1.-r2.f1.d0.-d1.-r2.r1.d2.-r2.-f1.r1.f2.d2.f1.-f0.-d2.f0.-r2
547,-d2.-r2.-f1.-r2.f0.d1.-f2.-d0.r2.-d1.r2.-d1.f0.-d2.-f1.r0.d0.-r2.d1.-f1.-f0.-f0.-d1
548,-f1.d0.f2.-d2.-d2.r0.-f0.-r0.f0.f2.d0.r1.-f2.-r2.d2.f2.d1.d1.f0.r0.d0.-r0
549,f2.-d0.-d0.-f2.d1.-r2.-f0.r1.d1.f2.-f1.-d0.-d0.r2.-d0.-d0.r1.r0.-d1.-r0.f1.d1.r2
550,-f2.r1.-r0.-d1.-f0.f1.-r2.f0.r2.-d2.f0.r0.-d0.-r0.-f0.-r1.-f1.r0.f0.d2.f2.d1
551,-d0.-r1.-f0.-r1.-f2.d2.r2.-f2.r2.d2.-r1.d1.r2.d2.-f0.d1.f0.r2.d0.-r2.-f1.-f2.d2
552,f0.d2.f1.d1.r2.-d2.f2.r1.r2.f0.-d1.f0.-r0.d2.f1.-d2.d0.-f1.-d1.r2.d1.f1
553,d0.d0.-f2.r0.d2.-f2.-f0.-f0.r0.d1.r1.r2.-d2.-f0.d0.-f1.-d1.-r1.-f2.d2.f2
554,-r2.d2.f0.d0.f1.d2.f2.-d1.r0.-r2.-d1.-d1.f2.r0.-d2.r1.d2.-r0.-r1.-f1.f0.r2
555,-r2.-d1.-r1.d0.f2.-r2.-d2.-r2.-f1.d1.-f1.d1.-f2.-d1.-d1.-r0.-f1.-d1.-r0
556,-f0.-d1.d2.f2.-r1.-f2.-d2.r2.d0.f1.-r1.-f0.-r1.-d1.r1.-r0.-f2.-r0.-r0.f0.-r0.-f1
557,r2.-d2.-r1.-f1.d0.-r2.-d0.-r2.f2.d0.-f2.-f2.d2.-d1.-f0.r0.f1.-d2.-f2.d2.-f1.f2.d2
558,-d2.r1.d0.-r2.-f2.-f2.r0.-f2.d2.r0.d0.-f0.-d2.-r0.f0.f2.-d2.-f2.-r2.-f1.-r1.f0
559,-f1.f0.r2.f0.-r0.-d1.r2.-f1.r2.d1.-f1.-d2.-f1.d0.d0.f1.-r2.-f0.-f1.d2.r2.-f0.-d1
560,-f0.-r2.-d2.r1.-f0.-r2.-d0.-f2.-f2.-d1.r2.d0.-r1.-r1.-d0.-r0.-d1.f0.r0.d0.r0.-d0
561,d0.f2.d2.-f1.-f1.-d1.-r2.-r2.f1.d0.-r2.d1.-f1.-r0.f1.d2.r2.d2.-r2.-d2.-d1.f2.-d0
562,-f2.-r0.-d0.d2.f0.-r1.-f2.-r0.-f0.-r1.r0.r2.-f0.-d2.r1.-f0.-d0.r0.d0.f0.-d2.d1.-r1.d2
563,d0.-f0.-r1.d1.-d2.r0.-f2.-d1.-r0.d0.-f0.-d2.-f2.-f1.d2.-f0.r0.-d1.-r0.-r0.-d2.f2.d1
564,f0.-r2.d2.r2.f0.r0.-d2.-r1.f1.-d1.-f2.-d2.-r1.d0.-d1.-d2.-f2.r1.-r0.-f0.-r1.f0
565,-f2.d0.-r1.r2.d0.-f2.r0.d0.-r0.-r0.-d2.r1.f1.r1.-d0.-f1.d2.r0.-d2.-r1.-f2
566,r2.-r1.-d2.-r0.-f1.-d0.d2.-f1.-d2.-f2.-d1.r2.f1.r1.d1.-f2.r0.-d1.r1.-f2.-f0.-f0
567,-f1.-r0.-r0.-d2.-d1.r0.r0.-f1.r2.f0.r2.f2.-r1.f2.-r2.-f1.-r0.f1.r2.f2.-r2.-r2.-f0
568,-d2.-r0.f1.-r1.f2.-r2.f0.d1.r2.d2.-f2.-r1.-f1.-d0.-f1.r1.f0.d1.-f1.d0.d2.-f2
569,r2.f0.-d2.-r2.-d0.d2.f0.-r0.-f0.-r0.-d2.f2.r0.f0.-r1.-f1.-r2.f2.r2.-f0.-d0.f2.-f1
570,-f0.-d0.-f2.r1.f0.r0.-f0.-d1.r0.-f0.r0.-f2.-r1.d1.-f2.-d1.f1.d1.-r2.-f1.-r2.r1
571,f2.d0.f1.-r1.d1.f1.d0.r2.d0.-r2.-f2.-r1.-f1.d2.-f0.-d1.-d0.r2.d0.r2.-d0.d1.-f0
572,d1.d2.-f0.-r1.f2.r2.d2.-r1.-f1.-r0.r2.-f2.-d2.f0.-r2.f1.-f0.-r2.-r0.f0.-r0.-f0
573,-r2.f2.d0.f2.d2.r1.-d0.r1.-d1.-r0.d1.r1.-r0.-d2.f2.r1.f2.r2.r0.d1.d2.f1.f2
574,r2.f0.d2.-r2.f0.-r2.d2.-r1.d2.r2.-r1.-d2.-f1.-d1.-f0.d2.r2.f1.d1.-f0.-d1.-f1.-r2.-d2
575,-d0.-d0.-r1.f1.r2.f1.-r2.-d2.-r0.f0.r2.f2.-f0.-d2.f0.-r0.-f1.r0.-f2.-d2.f2.-r0.-f0
576,f2.-d0.r2.f1.-r1.f1.d0.-f2.d0.f2.-d0.f0.-d0.r0.r0.-d0.-r0.f2.-d2.f2.-f1.-d0
577,d1.r0.f1.-d0.-f2.r0.f2.-d1.-f0.r0.d0.f2.-r0.-f1.f0.-r2.-r2.-d2.-r2.-r2.f2.-f0.r2
578,-d2.f2.-d1.-f2.-d1.-d1.-d2.f2.r2.f0.-r2.f2.r1.-d2.-r2.-f1.-d2.-d2.f2.-d2.f2.r0
579,-f1.r0.f1.-f0.r2.f0.-d2.r2.d2.-r0.d2.f1.-r1.-d1.-r2.-r2.d1.-f2.r1.d1.-r0
580,f2.-f1.r2.-f2.d2.f2.-d0.f1.d1.-f0.-r1.-d0.-r2.-f2.-d2.-r2.d2.-d1.f1.-d0.r2.-f1
581,-f0.-r2.f2.-r2.-d0.r0.-r2.d1.-r1.-d0.f2.d0.-r0.d0.f1.d1.-f0.d0.f1.d1.f1.-f2.r1
582,f1.r1.-f1.-r2.-f2.f0.d0.f1.-d2.-f2.r2.-d1.-f2.-d0.d2.r1.f1.r0.-f1.-r2.f0.d1
583,d2.-r0.r2.-f2.-r0.d0.-f2.-r1.-f0.-d1.r0.d2.d2.f0.-d2.f0.-f1.d1.-d2.r0.d2
584,d0.-r0.-f0.-r0.r2.f0.r1.-r0.-d2.r0.-f0.-d1.-r0.r1.-f1.r0.f0.f1.-r1.f2.r0.f1
585,r2.-f1.-r2.-f1.-d2.-r2.f2.-r2.d2.-r2.-d0.f2.-r1.-d1.d0.-f2.f1.-d1.r2.d1.-d0.-f0.d2
586,d2.r0.-d2.-r2.r0.d0.f2.-d2.r2.-d0.-r0.-d0.-d0.d2.-f0.-r0.-r0.-f2.f1.d0.-f1.d2
587,-d1.f2.-r2.-f2.-d1.-r2.-d1.-f0.-r1.-d1.-r0.-d1.f1.-r0.-d2.r0.-f2.-r0.-f1.-r1.f1.-f2.f0
588,-d0.r1.d2.f0.-r0.f1.r1.d2.r0.-d1.f2.-d0.d1.-r1.-d2.-f2.-r0.-d0.-f1.r0.-d2.-f1
589,f2.d2.-r0.-f0.d0.-f0.f1.r0.-f0.r2.-d2.-f0.-f2.-d0.-d1.-r0.-d0.-r2.-f0.-r1.-f1.r1.f0
590,f1.-d1.-f2.-d1.f0.d2.-f2.r0.-d0.-f0.r2.f1.-d0.-r2.-f2.r1.-f2.-d1.-f0.-d1.-f2.f0
591,d0.-f2.d2.-r0.-d1.f0.r2.r2.-f1.d1.-r1.f0.-d1.-d1.f2.-d1.-f0.-d2.-r1.d2.-f0.-r1.-r0
592,-r0.-d2.r1.-r2.-d0.-r2.-f1.f0.-d0.-r2.r1.r0.d0.-f2.-d2.r0.-d1.r0.f1.r1.f0.-f1.-r0.d2
593,-d0.-f2.-f2.d0.f2.-d2.-r1.-f1.r0.f1.r0.-r2.f0.r1.d2.f1.d1.-r2.d2.r1.d1.-r1.r0
594,f0.-d1.-d1.-f0.d1.-r0.-f0.-f0.-d1.-f1.r1.-r2.d2.r0.-f2.-r0.f2.-r1.f2.-r2.-d1.f2
595,f2.d1.r0.f0.-f1.d1.-f1.-r2.-d1.-r0.d2.-f2.r0.-f0.f1.d2.f2.-r2.d0.r2.-d2.d1.-f0
596,-r1.-f2.d0.f2.d1.-f0.-r0.d0.-r0.-d2.-r0.-d0.r2.-f2.r2.d0.r1.-d2.r2.d2.-f2.-r2
597,f2.d0.f2.-r2.d0.-r0.-f0.-f0.d2.d1.-f0.-r2.d0.r2.r1.f0.-r0.f1.r0.f2.d1.-r2.-f0
598,d0.r0.d1.-f2.-d0.r1.d2.-r0.-r0.f0.-r2.f0.d0.-f1.d1.f1.r1.-d0.d1.f1.d0.d0.-f1.-d1
599,-r0.f1.d0.f0.d0.f2.-d1.d0.-r2.d0.d0.-f0.r2.-r0.-f2.-r2.-r2.-d1.r2.r0.-f1.-r1.d2
600,-d2.d0.-r2.r0.-f2.d0.-f1.-r1.f2.-d1.-f2.r2.f1.f1.-r0.-r0.f1.-d2.r2.-f0
601,d1.r2.d2.-r0.-r0.-d0.f0.r1.-d0.r0.-f2.d0.-f2.d2.-r0.d0.f2.d1.-f1.-f0.r1.-f2.r2
602,-f1.r1.f1.-d0.d2.f2.d1.-r1.r0.f2.-r0.f2.d0.d0.-f2.-f2.f1.-d1.r2.f0.-r2.-d2
603,-f2.d0.f1.d1.-r0.f2.r0.f2.-r0.d1.-r0.-d2.-r2.-f1.-d1.-d1.r1.f2.r2.f0.-r2.-f1.-d1
604,d1.f1.d2.f2.r2.d2.r2.f0.-d2.r2.-f2.d1.-r2.r1.f1.-d1.r1.d2.r1.f2.f2.d1.-f1.-d1
605,-r2.f1.d2.-d1.-f2.d0.-f0.r1.-d0.r2.-r1.-d0.r1.-f0.-f2.-d1.-r1.d0.r1.d2.-f0.-f1.-d0
606,f2.d0.-f0.r2.d1.d1.-f1.-r0.r1.d1.f0.d1.d0.-r1.d2.-f2.r1.d0.-r1.d0.f0.-f1
607,-r1.-f0.d1.f1.-r0.r1.d2.r0.-d0.d1.r0.f1.-r0.d2.f2.d2.d2.r2.d1.-r2.-f2.-f2.-d1
608,f1.-f2.r0.f2.r0.-r2.d0.f2.r2.f0.r0.d2.-f2.r0.d2.-r2.f1.r1.d2.-r1.f0.r2
609,-r0.f2.-d2.d0.r0.-f2.-d2.f2.-f0.-d0.-r1.f1.-r2.f1.d1.f0.-r2.-f0.d0.-d1.-r1.f0.r1
610,-d2.f2.-r2.-f2.d0.f0.d0.r0.-f1.-d0.-f1.-d1.d2.-f2.-d1.r0.f2.d2.f0.-r2.d1.d0
611,f2.d2.f1.-f0.d0.f0.-f2.f1.-d2.f1.r2.-r1.-f1.f0.-r1.d2.r2.-d2.f1.r1.d2.-f2.-r1
612,d2.-f2.d2.-r0.f1.-d2.-f2.-d0.-r0.-f0.-d2.-r1.f0.f0.r1.-r0.d1.-f2.-d1.-r0.-r0.f2
613,f0.d2.-d0.-f0.-r0.-d1.f1.-d0.d2.-r0.d1.-r0.d2.r1.-f2.r0.f0.-d2.-f0.-r0.f0.d2.r0
614,d2.-f0.-r1.-f2.d1.-f0.-d0.-r1.r2.d2.-d0.-r2.-f0.-r2.f1.r2.d0.r1.d1.d0.-r1.-r1
615,d0.f1.d2.-r0.d2.-f0.-r2.f0.-d0.f2.r1.-f1.-d1.-r2.-f2.-d0.f2.d0.-f0.r1.f0.r2.f2
616,-d0.-d2.r0.-f2.-r2.-d0.-f2.-r0.-d0.-f1.-d1.-f1.r2.d1.f0.d0.-f0.-r1.-r2.-f1.-r2.-f0
617,r2.-d1.-f2.d1.r0.f1.-d0.-f2.d2.f0.-d1.-d1.-f2.d0.d1.f2.r2.f0.r2.-f1.-r1.d2.r1
618,r1.-d1.-f0.d2.-f0.-r0.d0.-f1.d2.-d0.-r2.-f0.-r1.-d2.d1.-d2.r2.f2.-r2.f1.-r2.-d0.r0.-f2
619,-d0.-f2.-d1.-r0.r2.-d0.r0.-d1.f1.d2.-f0.-d2.f0.-r2.-d2.f0.-r0.-r0.d0.-r1.r0
620,f0.d1.-f2.-r1.-f0.-r0.f2.d0.d2.d0.r0.-f1.-d0.-r2.-d0.-f2.d0.r2.d0.-r0.-d0.f1
621,-r0.-d2.-f2.-d1.-f2.-d0.f2.-d0.-f1.d2.-r2.-d1.r0.f2.-d2.-f2.d0.f2.d2.r2.f1.f2.f2
622,-f1.-d1.r2.r2.-d2.r0.-f2.-d2.-r0.-f2.-d1.-r1.r2.d0.-f1.-r0.f2.-d1.-f2.-d0.r2.r2.-d2.r1
623,d1.-f2.-f2.r0.f2.d0.-r1.-f0.d0.-f1.-r2.-d2.r0.-r1.d1.-r0.-d1.r0.d2.d2.f0.-d2.-d1
624,-d1.f1.-r2.d2.-r2.-r2.-f2.d2.f1.r2.-f0.d2.-r2.f2.-r2.d0.-r0.d0.r0.r2.-f2.d1
625,f1.r1.r0.f1.r1.-f1.-d0.r2.-f1.r0.-d2.r0.-d2.f2.f2.-d0.f0.d0.-f0.d2.f0.-f2.d2
626,r2.-f2.-d0.f1.-d2.-r0.-d1.r0.-d1.-d2.-d1.-r1.-d2.-r2.-f0.-f0.-r2.-f0.-d2.f0.f1.f1
627,-d2.f1.-r0.f0.r2.-f1.d0.-f2.d1.-r1.-d0.-r0.f2.d2.r2.d1.-r2.-d2.-f0.-d1.-r2.-r1.d2
628,f1.-f2.-d2.d0.r2.-d2.-r1.-f0.-r2.-d0.-f2.d0.f0.-r2.r1.-d1.-r1.d1.-d2.-r1.-f1.d0.d2.-d1
629,-r1.r2.-d2.d1.f1.r0.-d0.-f2.-r1.-f0.-f0.-r0.-f0.-d1.f2.-f0.d2.f0.-f2.d2.d1.r2.d2
630,-f0.d2.d0.-f0.r0.-f0.d2.f0.-f1.d2.f2.d1.f0.-d1.r1.d0.r0.f1.d2.f1.f1.r0
631,-f0.r0.-r2.f2.-r2.r0.f1.-f0.-d2.-f2.-r2.d1.f0.r2.d0.-f0.-r2.d0.f2.d2.-d0.f2.-r0
632,-r2.-d2.-r2.r0.-d1.f2.d0.f1.-r0.f0.-r1.f1.-r2.-d0.-f0.d1.f0.d0.-r2.-f2.-d0.f2.d0.r2
633,f1.-d2.-r2.f0.f0.r1.-d2.-f1.-d2.-d2.-r1.r2.-f0.f2.-d2.-f2.d1.d0.f2.-r0.-f2.-f2.-d1
634,f2.-d0.-r0.-d2.f2.-f1.d2.r0.-r1.f0.d0.f1.-r0.-d1.r0.-r1.-f1.r1.f2.r0.-f2.-r0
635,-r2.f2.r2.d1.-r0.-d2.-r0.d0.r1.f1.r1.-r0.-f0.-d0.r0.-f2.-r0.-d0.-f0.-d1.-r1.f0.r1
636,-f2.-d2.f2.-d1.f2.-r2.f0.d0.-f1.-r1.-f2.f1.r0.-f2.r1.d2.-f2.-r1.-f1.-d1.-d0.-r0
637,-d2.-f1.-r0.-f0.f1.r1.f2.d2.r1.-r0.d2.-f1.r1.-f1.d1.-f2.d1.-f0.r1.-r0.d1
638,d0.-r0.-d2.-f0.-d0.f1.r1.-f2.r0.d0.-r1.-f0.-d0.-d1.-f2.-r1.-f1.-d2.f1.r1.f2.-r1.r0.-d1
639,f2.-r1.-d1.f1.r1.d0.r0.d0.f2.-r1.-d0.-r0.r1.-f2.-r0.-d0.f2.d0.r2.-d0.f1.-r0.r2
640,f2.-d0.-d0.f0.-r1.d1.-f0.r1.f0.-r2.f0.f0.-d0.-f0.-d2.f0.-d2.-r2.d0.f2.d2.-d0
641,-f2.-d2.r1.f0.-r0.-d0.-f0.-r2.f0.-d0.d2.f2.r1.d2.d2.r1.-f2.r0.d0.-r0.-f1.-r2.r0
642,-f2.-r2.-d1.-f2.-d1.f2.-d2.-r2.f0.d2.-r0.f2.-r1.f0.-d1.f0.r1.f2.r1.-f2.r2.-d0
643,-f1.r2.r2.f0.d1.r0.-f2.-d0.f2.r0.-d0.-f0.-f0.-d0.-f1.-f2.d1.-r1.-d1.r2.-d0.-r2.f0
644,-r2.f0.d2.r2.f2.-r0.-f0.d2.f2.d0.r2.-d0.r1.d2.r2.d0.f1.-r1.-d0.-f2.-r2.r1
645,-f0.r0.-d1.-f1.-r2.f0.-f2.d0.-r0.-d1.r2.f0.d0.f1.d0.-f1.d0.f1.r1.d0.r0.f2.r0
646,r1.-f2.d2.-r2.d1.f1.d0.-f0.r1.-r2.f0.-r2.-f0.-d2.f2.f2.-d0.-d1.-r1.d2.r2.r2.-d2.r0
647,-r1.-d2.-r0.d2.d2.r0.-d1.-f0.d0.f2.-d1.-r0.f1.-r0.-d2.d1.f1.-d1.-f1.d0.r1.-f1.-r1
648,f1.r0.-f2.-d1.f1.r0.d1.-f1.-f1.-d2.-f0.-r2.-r2.d0.r2.-d0.r2.f1.r0.-d0.-f0.d0.f0.f0
649,-f0.-r2.-r2.-d0.-d0.f0.-d2.-f0.d2.f0.d2.d0.f0.-r2.-f1.-r0.-d1.f1.-r1.d1.r0.f1.f0
650,d1.r2.-f2.-d0.-f1.-r1.r0.f2.-f1.-r2.-f0.d2.r1.f2.r1.d2.r1.-f2.r1.-d1.-r2.-f1
651,r0.d0.f2.d0.f0.f0.r2.-f0.-d0.-r1.-f0.d0.r0.d0.d0.-r0.-d2.r2.f0.f0.r0.f0.d0
652,-f1.d1.f2.-r0.f2.r0.f0.-d1.-r0.f0.-r2.-d1.-r2.d0.-r0.-d2.f1.f0.-r2.-d2.f0.d0
653,-d0.f0.-d1.f1.-d0.r0.-f2.r0.-d0.f0.d2.f1.-f2.-r1.f2.-r2.r0.-d0.-r0.d0.-r0.-f2.f0
654,-f1.-f1.d0.f2.-d1.-r2.r0.f1.-d0.-f2.-r1.f0.r1.-r2.-d0.-f2.-d1.f0.d1.r1.d0.f0
655,r0.-f0.d2.-r2.d0.-f0.-d1.-r2.r1.d0.r2.-f1.-d2.f1.d2.f0.-d1.r1.d0.r1.d1.f1.-f2
656,-f1.-d0.-f0.d0.f1.f1.d0.r0.d2.-r1.f1.-r2.d2.r0.d1.r1.-d1.-r1.d0.r1.d0.d0.-f2.-d1
657,f1.-d2.-r0.-f0.r2.-r0.-d1.-f1.-d0.-f2.d1.-r0.-d2.r0.f1.-r1.-d0.f1.d0.r1.f1.-r1.d0
658,-r2.-d1.-f2.-f2.r1.f2.r2.f2.d0.f0.-r0.f2.-r2.-d0.-r0.d1.r0.d0.-r1.-d2.r2.-f0
659,-d0.r1.-f2.-d2.-f2.f0.-r2.-f2.r2.d0.d2.-f2.-d2.-r1.-d1.-f0.-d2.-r1.f2.r1.f0.r2.f0
660,r0.d0.-r2.f2.d0.-d2.-f2.r0.f1.-r1.-f0.r2.f0.-r2.-f2.r2.-r1.d2.d0.-f2.d1.r0.f1.f0
661,f1.-r1.d2.r2.-d0.r0.d0.f0.d2.r1.d1.-r2.-d0.r2.-d0.-r1.f0.-r0.-f0.d0.d1
662,-r2.-d2.f0.-d1.r1.-r0.-d2.-r2.f0.d2.d2.-r2.-d1.d2.-f1.d2.d2.r2.-d1.-d0.f0.-r1
663,-f2.-r0.-d2.-f2.d1.r1.d0.f1.-r1.d0.f1.d0.-f2.-d1.-f2.-r1.-f1.-r0.-f1.r0.r1.d2.-d1
664,r2.-f0.-d2.-f2.-f2.-d0.-f0.-d2.-f1.d2.r1.f0.-r0.r2.-f2.-f2.r1.-d1.-r1.f1.d2.r1
665,f1.r0.-d1.-r2.f0.-d0.f0.-d0.f0.r1.-r0.d2.f0.-r0.f0.-r1.-f2.r1.d1.f1.-r1.-f1.-f0
666,r2.f0.-r2.-r2.-d0.-f0.r2.f1.-d2.-f2.f1.-d2.-r2.-d0.-r1.-d0.r1.-d2.r2.d1.d1.-d0
667,d1.-f0.r2.f2.d2.f0.-f1.d0.f2.f0.d0.f0.-r2.f0.-d2.f0.-r1.d2.-f0.r0.r0.d0.r1
668,f2.-d2.f2.r0.-d0.-r2.-r2.-d2.-d0.-d0.f2.-r2.-f1.-f1.-r1.d1.-r1.-d1.-r2.f2.r2.f2.-r2.-f2
669,-r2.d0.-r0.r2.f2.-f1.-r1.f0.-f1.d2.r0.-f1.-d0.-f0.-d1.r1.f0.f2.r1.-f2.f0
670,-r0.-d1.f0.d2.-r0.-f0.d1.f2.r1.r1.-d0.-f2.-r1.d1.f0.-r1.f1.d0.-f2.d1.-f1.d1
671,r2.-d1.r1.f2.-r0.-f0.f2.d0.r2.-f2.d1.r0.d2.r2.d0.d1.-r2.-d1.r1.d1.-r0.-f1.r2
672,r1.f0.d0.-f0.-r2.-f2.-d0.f2.-d0.-r2.-f2.r2.-f1.r1.-f2.d1.-d2.-f1.-d2.r1.d2.-f1
673,d2.-r1.-d2.-r1.-f1.-f0.r0.-d2.-r0.-d0.-d0.r2.-f2.r2.r2.-d2.d0.-d2.f0.d2.-f0.d2.-d1
674,d0.f2.-f1.-r1.-d2.-f2.-r2.-d0.f2.r0.-d1.f0.d1.f2.d2.-f0.r2.d0.-f0.d2
675,-r0.-d1.-r1.f1.r2.d0.-d2.-r2.-d0.r0.-f2.f1.-d2.-f1.-d1.f2.d1.-f1.-d0.-f2.d1.f0.f2
676,-f2.r1.-r2.-f2.f0.d2.r2.f0.f2.-d0.-f0.-r2.-r1.f2.r2.-r0.-f1.-d0.-r0.f1.d0.r0
677,r1.-d0.-f0.-d0.f0.-r0.d0.f1.-d1.r2.f1.-r0.-d0.f0.d1.-r1.-d1.d0.r1.-d0.-r0.d1.d1
678,-f1.r1.d1.-r0.d2.-f2.-r2.d0.-f2.d0.f0.-r0.d2.-r2.f1.r2.f2.-d2.-f2.r2.f1.-d0
679,f0.-r2.d1.-f1.-f0.-d1.f2.-f1.-r1.-d1.r0.d2.-f2.r0.-r2.f2.-r1.f2.d1.-f2.r1
680,-d1.f0.-r0.-f2.-r2.-f1.-r2.d2.-r0.d1.-r1.f2.-r2.f0.-r2.-f0.-r1.d0.r1.r1.d0.-f1.-d0.r0
681,-r2.-d2.-r2.d0.-f2.-d2.-f0.d1.d0.r1.f0.r0.f2.d1.-r0.f1.-f2.r2.r2.f2.d2
682,-d2.f0.d1.r1.-d0.f0.-d0.-d0.r2.d2.-r1.d0.-d2.r0.f0.r1.-f0.d2.-r1.-d2.r0.-d2.r1.d2
683,d2.r0.-f2.r0.-f0.-r0.-d2.-f0.r1.f2.r1.d0.r0.-d0.-f2.r1.-d0.-r1.-d0.-r2.d0.f2.d2
684,-r2.d0.r2.d0.r0.f0.d2.-r0.-d2.-r0.-f2.d1.d1.-r2.-d1.r1.-f1.-r1.f2.r1.f2.d0
685,-d0.-r0.d2.f2.-r1.d2.f2.f2.r0.-f2.f1.-d0.r0.-f2.d2.-r1.-d2.-d1.-r0.f1.d2.-f0.-r0
686,-r0.d1.r2.-d2.-r0.d0.-r0.f2.-d2.r1.-f1.-d1.f0.r1.f2.d1.-f2.f0.-r1.-f0.-d0.-r0.f0.-r1
687,r0.-d1.-d1.r2.-f2.-r1.d0.r2.-d2.f2.-r2.-r2.f1.r1.f1.-r1.-d2.r1.-d0.-d1.-f1
688,r0.d2.f2.r2.-d0.-f2.-r0.-d0.-f2.-r1.-d0.-r2.f0.-f2.d0.-f1.-d0.-f1.-d0.f2.r2.-f2
689,r1.d0.d0.r2.d1.-r0.d0.-f0.-d0.-f0.r0.d0.r2.-f0.-f1.d2.-f0.d0.-r1.-r2.-f0.-r0.r1
690,-d0.-r1.-f0.-d0.-d0.-r2.-f1.-d1.-r2.f2.d1.d2.-r0.-d1.-r0.-d0.r0.d1.r0.-f0.d1.-r0
691,r1.d1.-d0.f1.r2.-d2.-f0.d0.f0.r0.-d0.r0.d2.-r1.-f2.-r1.-f0.-d2.-d2.f0.r1.f1.r0
692,-d1.-f0.d0.-r0.d0.-r0.r1.-f1.d1.f0.d0.r2.d1.-r2.r0.d1.f2.r0.-f2.-r2.d0.-f1
693,-r0.r2.d1.r2.d0.-f2.-r0.-d1.f0.d0.-r1.f1.f1.-r0.-r2.d0.-f1.-r2.-f2.r2.r2.f0.f2
694,r1.-f2.r1.-d0.-f0.-r0.r1.-f0.d2.-f2.f1.-d1.-r0.-d1.-f2.r0.d0.-r0.-f1.r0.f1.-d2.-d2.-f0
695,-f1.d0.r0.d2.-f0.-d2.-r0.f0.-r2.f1.-d2.-r0.-d0.-r1.f2.d1.-r1.d2.-r0.-r0.-d2.r1.d2
696,f1.-r0.d1.-f2.-f2.-r2.d2.f0.-r1.f1.r0.-r2.d0.d2.-f2.d2.r1.-d2.r0.d1.r1.f2
697,-r2.-f0.-r0.r1.f1.-r0.-f2.r1.-f1.-r2.f0.-d2.f1.r1.d2.r0.-f2.-r0.-d2.-r0.-r0.f1.-f2
698,r1.-d1.f2.d0.-r2.f2.-f0.d2.-f1.d2.-f2.-r2.d2.f1.-f2.-d1.-r2.d1.-f1.r2.-d2.r1.d0.d2
699,-d2.-f2.r2.d1.-f0.-d2.f2.-f1.d2.-r1.d0.d0.-r1.f2.r2.-d2.-r2.-d2.-f1.d2.r2
700,-f0.-f0.r0.-f1.d2.-d1.-r0.f2.-d0.f2.r2.-d0.r2.-f0.-r1.-d1.-r1.-d0.-r0.d1.d0.-r2
701,-d2.r2.-d0.r1.f0.-d2.-r2.d2.r0.r0.r1.-d1.f0.d0.r2.f2.d1.f2.d1.f1.d1
702,-f0.-d2.-f0.-d2.-d2.-r2.-f0.r0.-d2.r1.d0.f1.r1.-f0.r2.f2.d2.-f0.-r1.f0.r0.-f2
703,-r2.f2.r1.-f1.f2.d1.f0.-d2.d1.f2.-d2.-f2.r1.-d2.r0.f2.r2.f1.-r2.d0.f1
